iter	Passed	Remaining
0	2	43
1	4	36
2	6	36
3	8	33
4	10	32
5	13	31
6	15	27
7	17	25
8	18	23
9	20	20
10	22	18
11	24	16
12	26	14
13	28	12
14	30	10
15	31	7
16	33	5
17	35	3
18	38	2
19	40	0
